API Endpoint Name,Column Name,DataType,Nullable,MaxLength,Scale,Annotations.NAV.LabelId,Annotations.NAV.NavType,Annotations.NAV.AllowEditOnCreate,Annotations.NAV.AllowEdit
salesDocumentLines,duplicateInDepreciationBook,Edm.String,,10,,Duplicate in Depreciation Book,NAV.NavType/String,,
salesDocumentLines,useDuplicationList,Edm.Boolean,,,,Use Duplication List,NAV.NavType/Bool,,
salesDocumentLines,responsibilityCenter,Edm.String,,10,,Responsibility Center,NAV.NavType/String,FALSE,FALSE
salesDocumentLines,outOfStockSubstitution,Edm.Boolean,,,,Out-of-Stock Substitution,NAV.NavType/Bool,FALSE,FALSE
salesDocumentLines,substitutionAvailable,Edm.Boolean,,,,Substitution Available,NAV.NavType/Bool,FALSE,FALSE
salesDocumentLines,originallyOrderedNumber,Edm.String,,20,,Originally Ordered No.,NAV.NavType/String,,
salesDocumentLines,originallyOrderedVarCode,Edm.String,,10,,Originally Ordered Var. Code,NAV.NavType/String,,
salesDocumentLines,itemReferenceNumber,Edm.String,,50,,Item Reference No.,NAV.NavType/String,,
salesDocumentLines,itemRefUnitOfMeasure,Edm.String,,10,,Item Reference Unit of Measure,NAV.NavType/String,,
salesDocumentLines,itemReferenceType,Edm.String,,,,Item Reference Type,NAV.NavType/String,,
salesDocumentLines,itemReferenceTypeNumber,Edm.String,,30,,Item Reference Type No.,NAV.NavType/String,,
salesDocumentLines,itemCategoryCode,Edm.String,,20,,Item Category Code,NAV.NavType/String,,
salesDocumentLines,nonstock,Edm.Boolean,,,,Catalog,NAV.NavType/Bool,FALSE,FALSE
salesDocumentLines,purchasingCode,Edm.String,,10,,Purchasing Code,NAV.NavType/String,,
salesDocumentLines,specialOrder,Edm.Boolean,,,,Special Order,NAV.NavType/Bool,FALSE,FALSE
salesDocumentLines,specialOrderPurchaseNumber,Edm.String,,20,,Special Order Purchase No.,NAV.NavType/String,,
salesDocumentLines,specialOrderPurchLineNumber,Edm.Int32,,,,Special Order Purch. Line No.,NAV.NavType/Int,,
salesDocumentLines,whseOutstandingQty,Edm.Decimal,,,Variable,Whse. Outstanding Qty.,NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,whseOutstandingQtyBase,Edm.Decimal,,,Variable,Whse. Outstanding Qty. (Base),NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,completelyShipped,Edm.Boolean,,,,Completely Shipped,NAV.NavType/Bool,FALSE,FALSE
salesDocumentLines,requestedDeliveryDate,Edm.Date,,,,Requested Delivery Date,NAV.NavType/Date,,
salesDocumentLines,promisedDeliveryDate,Edm.Date,,,,Promised Delivery Date,NAV.NavType/Date,,
salesDocumentLines,shippingTime,Edm.String,,,,Shipping Time,NAV.NavType/String,,
salesDocumentLines,outboundWhseHandlingTime,Edm.String,,,,Outbound Whse. Handling Time,NAV.NavType/String,,
salesDocumentLines,plannedDeliveryDate,Edm.Date,,,,Planned Delivery Date,NAV.NavType/Date,,
salesDocumentLines,plannedShipmentDate,Edm.Date,,,,Planned Shipment Date,NAV.NavType/Date,,
salesDocumentLines,shippingAgentCode,Edm.String,,10,,Shipping Agent Code,NAV.NavType/String,,
salesDocumentLines,shippingAgentServiceCode,Edm.String,,10,,Shipping Agent Service Code,NAV.NavType/String,,
salesDocumentLines,allowItemChargeAssignment,Edm.Boolean,,,,Allow Item Charge Assignment,NAV.NavType/Bool,,
salesDocumentLines,qtyToAssign,Edm.Decimal,,,Variable,Qty. to Assign,NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,qtyAssigned,Edm.Decimal,,,Variable,Qty. Assigned,NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,returnQtyToReceive,Edm.Decimal,,,Variable,Return Qty. to Receive,NAV.NavType/Real,,
salesDocumentLines,returnQtyToReceiveBase,Edm.Decimal,,,Variable,Return Qty. to Receive (Base),NAV.NavType/Real,,
salesDocumentLines,returnQtyRcdNotInvd,Edm.Decimal,,,Variable,Return Qty. Rcd. Not Invd.,NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,retQtyRcdNotInvdBase,Edm.Decimal,,,Variable,Ret. Qty. Rcd. Not Invd.(Base),NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,returnRcdNotInvd,Edm.Decimal,,,Variable,Return Rcd. Not Invd.,NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,returnRcdNotInvdLcy,Edm.Decimal,,,Variable,Return Rcd. Not Invd. (LCY),NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,returnQtyReceived,Edm.Decimal,,,Variable,Return Qty. Received,NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,returnQtyReceivedBase,Edm.Decimal,,,Variable,Return Qty. Received (Base),NAV.NavType/Real,FALSE,FALSE
salesDocumentLines,applFromItemEntry,Edm.Int32,,,,Appl.-from Item Entry,NAV.NavType/Int,,
salesDocumentLines,bomItemNumber,Edm.String,,20,,BOM Item No.,NAV.NavType/String,,
salesDocumentLines,returnReceiptNumber,Edm.String,,20,,Return Receipt No.,NAV.NavType/String,FALSE,FALSE
salesDocumentLines,returnReceiptLineNumber,Edm.Int32,,,,Return Receipt Line No.,NAV.NavType/Int,FALSE,FALSE
salesDocumentLines,returnReasonCode,Edm.String,,10,,Return Reason Code,NAV.NavType/String,,
salesDocumentLines,allowLineDisc,Edm.Boolean,,,,Allow Line Disc.,NAV.NavType/Bool,,
salesDocumentLines,customerDiscGroup,Edm.String,,20,,Customer Disc. Group,NAV.NavType/String,,
salesDocumentLines,subtype,Edm.String,,,,Subtype,NAV.NavType/String,,
salesDocumentLines,priceDescription,Edm.String,,80,,Price description,NAV.NavType/String,,
salesDocuments,id,Edm.Guid,FALSE,,,Id,NAV.NavType/Guid,,FALSE
salesDocuments,documentType,Edm.String,,,,Document Type,NAV.NavType/String,,
salesDocuments,sellToCustomerNumber,Edm.String,,20,,Sell-to Customer No.,NAV.NavType/String,,
salesDocuments,number,Edm.String,,20,,No.,NAV.NavType/String,,
salesDocuments,billToCustomerNumber,Edm.String,FALSE,20,,Bill-to Customer No.,NAV.NavType/String,TRUE,
salesDocuments,billToName,Edm.String,,100,,Bill-to Name,NAV.NavType/String,,
salesDocuments,billToName2,Edm.String,,50,,Bill-to Name 2,NAV.NavType/String,,
salesDocuments,billToAddress,Edm.String,,100,,Bill-to Address,NAV.NavType/String,,
salesDocuments,billToAddress2,Edm.String,,50,,Bill-to Address 2,NAV.NavType/String,,
salesDocuments,billToCity,Edm.String,,30,,Bill-to City,NAV.NavType/String,,
salesDocuments,billToContact,Edm.String,,100,,Bill-to Contact,NAV.NavType/String,,
salesDocuments,yourReference,Edm.String,,35,,Your Reference,NAV.NavType/String,,
salesDocuments,shipToCode,Edm.String,,10,,Ship-to Code,NAV.NavType/String,,
salesDocuments,shipToName,Edm.String,,100,,Ship-to Name,NAV.NavType/String,,
salesDocuments,shipToName2,Edm.String,,50,,Ship-to Name 2,NAV.NavType/String,,
salesDocuments,shipToAddress,Edm.String,,100,,Ship-to Address,NAV.NavType/String,,
salesDocuments,shipToAddress2,Edm.String,,50,,Ship-to Address 2,NAV.NavType/String,,
salesDocuments,shipToCity,Edm.String,,30,,Ship-to City,NAV.NavType/String,,
salesDocuments,shipToContact,Edm.String,,100,,Ship-to Contact,NAV.NavType/String,,
salesDocuments,orderDate,Edm.Date,,,,Order Date,NAV.NavType/Date,,
salesDocuments,postingDate,Edm.Date,,,,Posting Date,NAV.NavType/Date,,
salesDocuments,shipmentDate,Edm.Date,,,,Shipment Date,NAV.NavType/Date,,
salesDocuments,postingDescription,Edm.String,,100,,Posting Description,NAV.NavType/String,,
salesDocuments,paymentTermsCode,Edm.String,,10,,Payment Terms Code,NAV.NavType/String,,
salesDocuments,dueDate,Edm.Date,,,,Due Date,NAV.NavType/Date,,
salesDocuments,paymentDiscountPercent,Edm.Decimal,,,Variable,Payment Discount %,NAV.NavType/Real,,
salesDocuments,pmtDiscountDate,Edm.Date,,,,Pmt. Discount Date,NAV.NavType/Date,,
salesDocuments,shipmentMethodCode,Edm.String,,10,,Shipment Method Code,NAV.NavType/String,,
salesDocuments,locationCode,Edm.String,,10,,Location Code,NAV.NavType/String,,
salesDocuments,shortcutDimension1Code,Edm.String,,20,,Shortcut Dimension 1 Code,NAV.NavType/String,,
salesDocuments,shortcutDimension2Code,Edm.String,,20,,Shortcut Dimension 2 Code,NAV.NavType/String,,
salesDocuments,customerPostingGroup,Edm.String,,20,,Customer Posting Group,NAV.NavType/String,,
salesDocuments,currencyCode,Edm.String,,10,,Currency Code,NAV.NavType/String,,
salesDocuments,currencyFactor,Edm.Decimal,,,Variable,Currency Factor,NAV.NavType/Real,FALSE,FALSE
salesDocuments,customerPriceGroup,Edm.String,,10,,Customer Price Group,NAV.NavType/String,,
salesDocuments,pricesIncludingVat,Edm.Boolean,,,,Prices Including VAT,NAV.NavType/Bool,,
salesDocuments,invoiceDiscCode,Edm.String,,20,,Invoice Disc. Code,NAV.NavType/String,,
salesDocuments,customerDiscGroup,Edm.String,,20,,Customer Disc. Group,NAV.NavType/String,,
salesDocuments,languageCode,Edm.String,,10,,Language Code,NAV.NavType/String,,
salesDocuments,salespersonCode,Edm.String,,20,,Salesperson Code,NAV.NavType/String,,
salesDocuments,orderClass,Edm.String,,10,,Order Class,NAV.NavType/String,,
salesDocuments,comment,Edm.Boolean,,,,Comment,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,numberPrinted,Edm.Int32,,,,No. Printed,NAV.NavType/Int,FALSE,FALSE
salesDocuments,onHold,Edm.String,,3,,On Hold,NAV.NavType/String,,
salesDocuments,appliesToDocType,Edm.String,,,,Applies-to Doc. Type,NAV.NavType/String,,
salesDocuments,appliesToDocNumber,Edm.String,,20,,Applies-to Doc. No.,NAV.NavType/String,,
salesDocuments,balAccountNumber,Edm.String,,20,,Bal. Account No.,NAV.NavType/String,,
salesDocuments,recalculateInvoiceDisc,Edm.Boolean,,,,Recalculate Invoice Disc.,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,ship,Edm.Boolean,,,,Ship,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,invoice,Edm.Boolean,,,,Invoice,NAV.NavType/Bool,,
salesDocuments,printPostedDocuments,Edm.Boolean,,,,Print Posted Documents,NAV.NavType/Bool,,
salesDocuments,amount,Edm.Decimal,,,Variable,Amount,NAV.NavType/Real,FALSE,FALSE
salesDocuments,amountIncludingVAT,Edm.Decimal,,,Variable,Amount Including VAT,NAV.NavType/Real,FALSE,FALSE
salesDocuments,shippingNumber,Edm.String,,20,,Shipping No.,NAV.NavType/String,,
salesDocuments,postingNumber,Edm.String,,20,,Posting No.,NAV.NavType/String,,
salesDocuments,lastShippingNumber,Edm.String,,20,,Last Shipping No.,NAV.NavType/String,FALSE,FALSE
salesDocuments,lastPostingNumber,Edm.String,,20,,Last Posting No.,NAV.NavType/String,FALSE,FALSE
salesDocuments,prepaymentNumber,Edm.String,,20,,Prepayment No.,NAV.NavType/String,,
salesDocuments,lastPrepaymentNumber,Edm.String,,20,,Last Prepayment No.,NAV.NavType/String,,
salesDocuments,premptCrMemoNumber,Edm.String,,20,,Prepmt. Cr. Memo No.,NAV.NavType/String,,
salesDocuments,lastPremtCrMemoNumber,Edm.String,,20,,Last Prepmt. Cr. Memo No.,NAV.NavType/String,,
salesDocuments,vatRegistrationNumber,Edm.String,,20,,VAT Registration No.,NAV.NavType/String,,
salesDocuments,combineShipments,Edm.Boolean,,,,Combine Shipments,NAV.NavType/Bool,,
salesDocuments,reasonCode,Edm.String,,10,,Reason Code,NAV.NavType/String,,
salesDocuments,genBusPostingGroup,Edm.String,,20,,Gen. Bus. Posting Group,NAV.NavType/String,,
salesDocuments,eu3PartyTrade,Edm.Boolean,,,,EU 3-Party Trade,NAV.NavType/Bool,,
salesDocuments,transactionType,Edm.String,,10,,Transaction Type,NAV.NavType/String,,
salesDocuments,transportMethod,Edm.String,,10,,Transport Method,NAV.NavType/String,,
salesDocuments,vatCountryRegionCode,Edm.String,,10,,VAT Country/Region Code,NAV.NavType/String,,
salesDocuments,sellToCustomerName,Edm.String,,100,,Sell-to Customer Name,NAV.NavType/String,,
salesDocuments,sellToCustomerName2,Edm.String,,50,,Sell-to Customer Name 2,NAV.NavType/String,,
salesDocuments,sellToAddress,Edm.String,,100,,Sell-to Address,NAV.NavType/String,,
salesDocuments,sellToAddress2,Edm.String,,50,,Sell-to Address 2,NAV.NavType/String,,
salesDocuments,sellToCity,Edm.String,,30,,Sell-to City,NAV.NavType/String,,
salesDocuments,sellToContact,Edm.String,,100,,Sell-to Contact,NAV.NavType/String,,
salesDocuments,billToPostCode,Edm.String,,20,,Bill-to Post Code,NAV.NavType/String,,
salesDocuments,billToCounty,Edm.String,,30,,Bill-to County,NAV.NavType/String,,
salesDocuments,billToCountryRegionCode,Edm.String,,10,,Bill-to Country/Region Code,NAV.NavType/String,,
salesDocuments,sellToPostCode,Edm.String,,20,,Sell-to Post Code,NAV.NavType/String,,
salesDocuments,sellToCounty,Edm.String,,30,,Sell-to County,NAV.NavType/String,,
salesDocuments,sellToCountryRegionCode,Edm.String,,10,,Sell-to Country/Region Code,NAV.NavType/String,,
salesDocuments,shipToPostCode,Edm.String,,20,,Ship-to Post Code,NAV.NavType/String,,
salesDocuments,shipToCounty,Edm.String,,30,,Ship-to County,NAV.NavType/String,,
salesDocuments,shipToCountryRegionCode,Edm.String,,10,,Ship-to Country/Region Code,NAV.NavType/String,,
salesDocuments,shipToPhoneNo,Edm.String,,30,,Ship-to Phone No.,NAV.NavType/String,,
salesDocuments,balAccountType,Edm.String,,,,Bal. Account Type,NAV.NavType/String,,
salesDocuments,exitPoint,Edm.String,,10,,Exit Point,NAV.NavType/String,,
salesDocuments,correction,Edm.Boolean,,,,Correction,NAV.NavType/Bool,,
salesDocuments,documentDate,Edm.Date,,,,Document Date,NAV.NavType/Date,,
salesDocuments,externalDocumentNumber,Edm.String,,35,,External Document No.,NAV.NavType/String,,
salesDocuments,area,Edm.String,,10,,Area,NAV.NavType/String,,
salesDocuments,transactionSpecification,Edm.String,,10,,Transaction Specification,NAV.NavType/String,,
salesDocuments,paymentMethodCode,Edm.String,,10,,Payment Method Code,NAV.NavType/String,,
salesDocuments,shippingAgentCode,Edm.String,,10,,Shipping Agent Code,NAV.NavType/String,,
salesDocuments,packageTrackingNumber,Edm.String,,30,,Package Tracking No.,NAV.NavType/String,,
salesDocuments,numberSeries,Edm.String,,20,,No. Series,NAV.NavType/String,FALSE,FALSE
salesDocuments,postingNumberSeries,Edm.String,,20,,Posting No. Series,NAV.NavType/String,,
salesDocuments,shippingNumberSeries,Edm.String,,20,,Shipping No. Series,NAV.NavType/String,,
salesDocuments,taxAreaCode,Edm.String,,20,,Tax Area Code,NAV.NavType/String,,
salesDocuments,taxLiable,Edm.Boolean,,,,Tax Liable,NAV.NavType/Bool,,
salesDocuments,vatBusPostingGroup,Edm.String,,20,,VAT Bus. Posting Group,NAV.NavType/String,,
salesDocuments,reserve,Edm.String,,,,Reserve,NAV.NavType/String,,
salesDocuments,appliesToId,Edm.String,,50,,Applies-to ID,NAV.NavType/String,,
salesDocuments,vatBaseDiscountPercent,Edm.Decimal,,,Variable,VAT Base Discount %,NAV.NavType/Real,,
salesDocuments,status,Edm.String,,,,Status,NAV.NavType/String,FALSE,FALSE
salesDocuments,invoiceDiscountCalculation,Edm.String,,,,Invoice Discount Calculation,NAV.NavType/String,FALSE,FALSE
salesDocuments,invoiceDiscountValue,Edm.Decimal,,,Variable,Invoice Discount Value,NAV.NavType/Real,FALSE,FALSE
salesDocuments,sendIcDocument,Edm.Boolean,,,,Send IC Document,NAV.NavType/Bool,,
salesDocuments,icStatus,Edm.String,,,,IC Status,NAV.NavType/String,,
salesDocuments,sellToIcPartnerCode,Edm.String,,20,,Sell-to IC Partner Code,NAV.NavType/String,FALSE,FALSE
salesDocuments,billToIcPartnerCode,Edm.String,,20,,Bill-to IC Partner Code,NAV.NavType/String,FALSE,FALSE
salesDocuments,icDirection,Edm.String,,,,IC Direction,NAV.NavType/String,,
salesDocuments,prepaymentPercent,Edm.Decimal,,,Variable,Prepayment %,NAV.NavType/Real,,
salesDocuments,prepaymentNumberSeries,Edm.String,,20,,Prepayment No. Series,NAV.NavType/String,,
salesDocuments,compressPrepayment,Edm.Boolean,,,,Compress Prepayment,NAV.NavType/Bool,,
salesDocuments,prepaymentDueDate,Edm.Date,,,,Prepayment Due Date,NAV.NavType/Date,,
salesDocuments,prepmtCrMemoNumberSeries,Edm.String,,20,,Prepmt. Cr. Memo No. Series,NAV.NavType/String,,
salesDocuments,prepmtPostingDescription,Edm.String,,100,,Prepmt. Posting Description,NAV.NavType/String,,
salesDocuments,prepmtPmtDiscountDate,Edm.Date,,,,Prepmt. Pmt. Discount Date,NAV.NavType/Date,,
salesDocuments,prepmtPaymentTermsCode,Edm.String,,10,,Prepmt. Payment Terms Code,NAV.NavType/String,,
salesDocuments,prepmtPaymentDiscountPercent,Edm.Decimal,,,Variable,Prepmt. Payment Discount %,NAV.NavType/Real,,
salesDocuments,quoteNumber,Edm.String,,20,,Quote No.,NAV.NavType/String,FALSE,FALSE
salesDocuments,quoteValidUntilDate,Edm.Date,,,,Quote Valid Until Date,NAV.NavType/Date,,
salesDocuments,quoteSentToCustomer,Edm.DateTimeOffset,,,,Quote Sent to Customer,NAV.NavType/DateTime,FALSE,FALSE
salesDocuments,quoteAccepted,Edm.Boolean,,,,Quote Accepted,NAV.NavType/Bool,,
salesDocuments,quoteAcceptedDate,Edm.Date,,,,Quote Accepted Date,NAV.NavType/Date,FALSE,FALSE
salesDocuments,jobQueueStatus,Edm.String,,,,Job Queue Status,NAV.NavType/String,FALSE,FALSE
salesDocuments,jobQueueEntryId,Edm.Guid,,,,Job Queue Entry ID,NAV.NavType/Guid,FALSE,FALSE
salesDocuments,incomingDocumentEntryNumber,Edm.Int32,,,,Incoming Document Entry No.,NAV.NavType/Int,,
salesDocuments,workDescription,Edm.Stream,,,,Work Description,NAV.NavType/Binary,,
salesDocuments,amountShippedNotInvoicedInclVat,Edm.Decimal,,,Variable,Amount Shipped Not Invoiced (LCY) Incl. VAT,NAV.NavType/Real,FALSE,FALSE
salesDocuments,amountShippedNotInvoiced,Edm.Decimal,,,Variable,Amount Shipped Not Invoiced (LCY),NAV.NavType/Real,FALSE,FALSE
salesDocuments,dimensionSetId,Edm.Int32,,,,Dimension Set ID,NAV.NavType/Int,FALSE,FALSE
salesDocuments,paymentServiceSetId,Edm.Int32,,,,Payment Service Set ID,NAV.NavType/Int,,
salesDocuments,directDebitMandateId,Edm.String,,35,,Direct Debit Mandate ID,NAV.NavType/String,,
salesDocuments,invoiceDiscountAmount,Edm.Decimal,,,Variable,Invoice Discount Amount,NAV.NavType/Real,FALSE,FALSE
salesDocuments,numberOfArchivedVersions,Edm.Int32,,,,No. of Archived Versions,NAV.NavType/Int,FALSE,FALSE
salesDocuments,docNumberOccurrence,Edm.Int32,,,,Doc. No. Occurrence,NAV.NavType/Int,,
salesDocuments,campaignNumber,Edm.String,,20,,Campaign No.,NAV.NavType/String,,
salesDocuments,sellToContactNumber,Edm.String,,20,,Sell-to Contact No.,NAV.NavType/String,,
salesDocuments,billToContactNumber,Edm.String,,20,,Bill-to Contact No.,NAV.NavType/String,,
salesDocuments,opportunityNumber,Edm.String,,20,,Opportunity No.,NAV.NavType/String,,
salesDocuments,responsibilityCenter,Edm.String,,10,,Responsibility Center,NAV.NavType/String,,
salesDocuments,shippingAdvice,Edm.String,,,,Shipping Advice,NAV.NavType/String,,
salesDocuments,shippedNotInvoiced,Edm.Boolean,,,,Shipped Not Invoiced,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,completelyShipped,Edm.Boolean,,,,Completely Shipped,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,postingFromWhseRef,Edm.Int32,,,,Posting from Whse. Ref.,NAV.NavType/Int,,
salesDocuments,locationFilter,Edm.String,,10,,Location Filter,NAV.NavType/String,,
salesDocuments,shipped,Edm.Boolean,,,,Shipped,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,requestedDeliveryDate,Edm.Date,,,,Requested Delivery Date,NAV.NavType/Date,,
salesDocuments,promisedDeliveryDate,Edm.Date,,,,Promised Delivery Date,NAV.NavType/Date,,
salesDocuments,shippingTime,Edm.String,,,,Shipping Time,NAV.NavType/String,,
salesDocuments,outboundWhseHandlingTime,Edm.String,,,,Outbound Whse. Handling Time,NAV.NavType/String,,
salesDocuments,shippingAgentServiceCode,Edm.String,,10,,Shipping Agent Service Code,NAV.NavType/String,,
salesDocuments,lateOrderShipping,Edm.Boolean,,,,Late Order Shipping,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,receive,Edm.Boolean,,,,Receive,NAV.NavType/Bool,,
salesDocuments,returnReceiptNumber,Edm.String,,20,,Return Receipt No.,NAV.NavType/String,,
salesDocuments,returnReceiptNumberSeries,Edm.String,,20,,Return Receipt No. Series,NAV.NavType/String,,
salesDocuments,lastReturnReceiptNumber,Edm.String,,20,,Last Return Receipt No.,NAV.NavType/String,FALSE,FALSE
salesDocuments,allowLineDisc,Edm.Boolean,,,,Allow Line Disc.,NAV.NavType/Bool,,
salesDocuments,getShipmentUsed,Edm.Boolean,,,,Get Shipment Used,NAV.NavType/Bool,FALSE,FALSE
salesDocuments,assignedUserId,Edm.String,,50,,Assigned User ID,NAV.NavType/String,,
salesDocuments,Date_Filter,Edm.String,,,,Date Filter,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,documentType,Edm.String,FALSE,,,Document Type,NAV.NavType/String,TRUE,
salesDocumentsworkflowSalesDocumentLines,documentNumber,Edm.String,FALSE,20,,Document No.,NAV.NavType/String,TRUE,
salesDocumentsworkflowSalesDocumentLines,lineNumber,Edm.Int32,FALSE,,,Line No.,NAV.NavType/Int,TRUE,
salesDocumentsworkflowSalesDocumentLines,sellToCustomerNumber,Edm.String,,20,,Sell-to Customer No.,NAV.NavType/String,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,type,Edm.String,,,,Type,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,number,Edm.String,,20,,No.,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,locationCode,Edm.String,,10,,Location Code,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,postingGroup,Edm.String,,20,,Posting Group,NAV.NavType/String,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,shipmentDate,Edm.Date,,,,Shipment Date,NAV.NavType/Date,,
salesDocumentsworkflowSalesDocumentLines,description,Edm.String,,100,,Description,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,description2,Edm.String,,50,,Description 2,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,unitOfMeasure,Edm.String,,50,,Unit of Measure,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,quantity,Edm.Decimal,,,Variable,Quantity,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,outstandingQuantity,Edm.Decimal,,,Variable,Outstanding Quantity,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,qtyToInvoice,Edm.Decimal,,,Variable,Qty. to Invoice,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,qtyToShip,Edm.Decimal,,,Variable,Qty. to Ship,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,unitPrice,Edm.Decimal,,,Variable,Unit Price,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,unitCostLcy,Edm.Decimal,,,Variable,Unit Cost (LCY),NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,vatPercent,Edm.Decimal,,,Variable,VAT %,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,lineDiscountPercent,Edm.Decimal,,,Variable,Line Discount %,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,lineDiscountAmount,Edm.Decimal,,,Variable,Line Discount Amount,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,amount,Edm.Decimal,,,Variable,Amount,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,amountIncludingVat,Edm.Decimal,,,Variable,Amount Including VAT,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,allowInvoiceDisc,Edm.Boolean,,,,Allow Invoice Disc.,NAV.NavType/Bool,,
salesDocumentsworkflowSalesDocumentLines,grossWeight,Edm.Decimal,,,Variable,Gross Weight,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,netWeight,Edm.Decimal,,,Variable,Net Weight,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,unitsPerParcel,Edm.Decimal,,,Variable,Units per Parcel,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,unitVolume,Edm.Decimal,,,Variable,Unit Volume,NAV.NavType/Real,,
salesDocumentsworkflowSalesDocumentLines,applToItemEntry,Edm.Int32,,,,Appl.-to Item Entry,NAV.NavType/Int,,
salesDocumentsworkflowSalesDocumentLines,shortcutDimension1Code,Edm.String,,20,,Shortcut Dimension 1 Code,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,shortcutDimension2Code,Edm.String,,20,,Shortcut Dimension 2 Code,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,customerPriceGroup,Edm.String,,10,,Customer Price Group,NAV.NavType/String,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,jobNumber,Edm.String,,20,,Job No.,NAV.NavType/String,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,workTypeCode,Edm.String,,10,,Work Type Code,NAV.NavType/String,,
salesDocumentsworkflowSalesDocumentLines,recalculateInvoiceDisc,Edm.Boolean,,,,Recalculate Invoice Disc.,NAV.NavType/Bool,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,outstandingAmount,Edm.Decimal,,,Variable,Outstanding Amount,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,qtyShippedNotInvoiced,Edm.Decimal,,,Variable,Qty. Shipped Not Invoiced,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,shippedNotInvoiced,Edm.Decimal,,,Variable,Shipped Not Invoiced,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,quantityShipped,Edm.Decimal,,,Variable,Quantity Shipped,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,quantityInvoiced,Edm.Decimal,,,Variable,Quantity Invoiced,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,shipmentNumber,Edm.String,,20,,Shipment No.,NAV.NavType/String,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,shipmentLineNumber,Edm.Int32,,,,Shipment Line No.,NAV.NavType/Int,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,profitPercent,Edm.Decimal,,,Variable,Profit %,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,billToCustomerNumber,Edm.String,,20,,Bill-to Customer No.,NAV.NavType/String,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,invDiscountAmount,Edm.Decimal,,,Variable,Inv. Discount Amount,NAV.NavType/Real,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,purchaseOrderNumber,Edm.String,,20,,Purchase Order No.,NAV.NavType/String,FALSE,FALSE
salesDocumentsworkflowSalesDocumentLines,purchOrderLineNumber,Edm.Int32,,,,Purch. Order Line No.,NAV.NavType/Int,FALSE,FALSE
