API Endpoint Name,Column Name,DataType,Nullable,MaxLength,Scale,Annotations.NAV.LabelId,Annotations.NAV.NavType,Annotations.NAV.AllowEditOnCreate,Annotations.NAV.AllowEdit
Media,ID,Edm.Guid,FALSE,,,ID,NAV.NavType/Guid,TRUE,
Media,timestamp,Edm.Int64,,,,timestamp,NAV.NavType/Long,FALSE,FALSE
Media,Description,Edm.String,,250,,Description,NAV.NavType/String,,
Media,Content,Edm.Stream,,,,Content,NAV.NavType/Binary,,
Media,Mime_Type,Edm.String,,100,,Mime Type,NAV.NavType/String,,
Media,Height,Edm.Int32,,,,Height,NAV.NavType/Int,,
Media,Width,Edm.Int32,,,,Width,NAV.NavType/Int,,
Media,Company_Name,Edm.String,,30,,Company Name,NAV.NavType/String,,
Media,Expiration_Date,Edm.DateTimeOffset,,,,Expiration Date,NAV.NavType/DateTime,,
Media,Prohibit_Cache,Edm.Boolean,,,,Prohibit Cache,NAV.NavType/Bool,,
Media,File_Name,Edm.String,,250,,File Name,NAV.NavType/String,,
Media,Security_Token,Edm.String,,100,,Security Token,NAV.NavType/String,,
Media,Creating_User,Edm.String,,50,,Creating User,NAV.NavType/String,,
Media,SystemCreatedAt,Edm.DateTimeOffset,,,,Created At,NAV.NavType/DateTime,FALSE,FALSE
Media,SystemCreatedBy,Edm.Guid,,,,Created By,NAV.NavType/Guid,FALSE,FALSE
Media,SystemModifiedAt,Edm.DateTimeOffset,,,,Modified At,NAV.NavType/DateTime,FALSE,FALSE
Media,SystemModifiedBy,Edm.Guid,,,,Modified By,NAV.NavType/Guid,FALSE,FALSE
Company,Name,Edm.String,FALSE,30,,Name,NAV.NavType/String,TRUE,
Company,timestamp,Edm.Int64,,,,timestamp,NAV.NavType/Long,FALSE,FALSE
Company,Evaluation_Company,Edm.Boolean,,,,Evaluation Company,NAV.NavType/Bool,,
Company,Display_Name,Edm.String,,250,,Display Name,NAV.NavType/String,,
Company,Id,Edm.Guid,,,,Id,NAV.NavType/Guid,,
Company,Business_Profile_Id,Edm.String,,250,,Business Profile Id,NAV.NavType/String,,
Company,SystemCreatedAt,Edm.DateTimeOffset,,,,Created At,NAV.NavType/DateTime,FALSE,FALSE
Company,SystemCreatedBy,Edm.Guid,,,,Created By,NAV.NavType/Guid,FALSE,FALSE
Company,SystemModifiedAt,Edm.DateTimeOffset,,,,Modified At,NAV.NavType/DateTime,FALSE,FALSE
Company,SystemModifiedBy,Edm.Guid,,,,Modified By,NAV.NavType/Guid,FALSE,FALSE
Company,System_Indicator,Edm.String,,,,System_Indicator,NAV.NavType/String,FALSE,FALSE
Company,System_Indicator_Style,Edm.Int32,,,,System_Indicator_Style,NAV.NavType/Int,FALSE,FALSE
AccountantPortalActivityCues,Primary_Key,Edm.String,FALSE,10,,Primary Key,NAV.NavType/String,TRUE,
AccountantPortalActivityCues,OverduePurchInvoiceAmount,Edm.String,,,,OverduePurchInvoiceAmount,NAV.NavType/String,,
AccountantPortalActivityCues,OverduePurchInvoiceAmountDecimal,Edm.Decimal,,,Variable,OverduePurchInvoiceAmountDecimal,NAV.NavType/Real,,
AccountantPortalActivityCues,OverduePurchInvoiceStyle,Edm.String,,,,OverduePurchInvoiceStyle,NAV.NavType/String,,
AccountantPortalActivityCues,CurrencySymbol,Edm.String,,,,CurrencySymbol,NAV.NavType/String,,
AccountantPortalActivityCues,OverdueSalesInvoiceAmount,Edm.String,,,,OverdueSalesInvoiceAmount,NAV.NavType/String,,
AccountantPortalActivityCues,OverdueSalesInvoiceAmountDecimal,Edm.Decimal,,,Variable,OverdueSalesInvoiceAmountDecimal,NAV.NavType/Real,,
AccountantPortalActivityCues,OverdueSalesInvoiceStyle,Edm.String,,,,OverdueSalesInvoiceStyle,NAV.NavType/String,,
AccountantPortalActivityCues,NonAppliedPaymentsAmount,Edm.String,,,,NonAppliedPaymentsAmount,NAV.NavType/String,,
AccountantPortalActivityCues,NonAppliedPaymentsStyle,Edm.String,,,,NonAppliedPaymentsStyle,NAV.NavType/String,,
AccountantPortalActivityCues,PurchInvoicesDueNextWeekAmount,Edm.String,,,,PurchInvoicesDueNextWeekAmount,NAV.NavType/String,,
AccountantPortalActivityCues,PurchInvoicesDueNextWeekStyle,Edm.String,,,,PurchInvoicesDueNextWeekStyle,NAV.NavType/String,,
AccountantPortalActivityCues,SalesInvoicesDueNextWeekAmount,Edm.String,,,,SalesInvoicesDueNextWeekAmount,NAV.NavType/String,,
AccountantPortalActivityCues,SalesInvoicesDueNextWeekStyle,Edm.String,,,,SalesInvoicesDueNextWeekStyle,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingPurchaseInvoicesAmount,Edm.String,,,,OngoingPurchaseInvoicesAmount,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingPurchaseInvoicesStyle,Edm.String,,,,OngoingPurchaseInvoicesStyle,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingSalesInvoicesAmount,Edm.String,,,,OngoingSalesInvoicesAmount,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingSalesInvoicesStyle,Edm.String,,,,OngoingSalesInvoicesStyle,NAV.NavType/String,,
AccountantPortalActivityCues,SalesThisMonthAmount,Edm.String,,,,SalesThisMonthAmount,NAV.NavType/String,,
AccountantPortalActivityCues,SalesThisMonthStyle,Edm.String,,,,SalesThisMonthStyle,NAV.NavType/String,,
AccountantPortalActivityCues,Top10CustomerSalesYTDAmount,Edm.String,,,,Top10CustomerSalesYTDAmount,NAV.NavType/String,,
AccountantPortalActivityCues,Top10CustomerSalesYTDStyle,Edm.String,,,,Top10CustomerSalesYTDStyle,NAV.NavType/String,,
AccountantPortalActivityCues,AverageCollectionDaysAmount,Edm.String,,,,AverageCollectionDaysAmount,NAV.NavType/String,,
AccountantPortalActivityCues,AverageCollectionDaysStyle,Edm.String,,,,AverageCollectionDaysStyle,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingSalesQuotesAmount,Edm.String,,,,OngoingSalesQuotesAmount,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingSalesQuotesStyle,Edm.String,,,,OngoingSalesQuotesStyle,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingSalesOrdersAmount,Edm.String,,,,OngoingSalesOrdersAmount,NAV.NavType/String,,
AccountantPortalActivityCues,OngoingSalesOrdersStyle,Edm.String,,,,OngoingSalesOrdersStyle,NAV.NavType/String,,
AccountantPortalActivityCues,RequeststoApproveAmount,Edm.String,,,,RequeststoApproveAmount,NAV.NavType/String,,
AccountantPortalActivityCues,RequeststoApproveStyle,Edm.String,,,,RequeststoApproveStyle,NAV.NavType/String,,
AccountantPortalActivityCues,PurchaseOrdersAmount,Edm.String,,,,PurchaseOrdersAmount,NAV.NavType/String,,
AccountantPortalActivityCues,PurchaseOrdersStyle,Edm.String,,,,PurchaseOrdersStyle,NAV.NavType/String,,
AccountantPortalActivityCues,SalesInvPendDocExchangeAmount,Edm.String,,,,SalesInvPendDocExchangeAmount,NAV.NavType/String,,
AccountantPortalActivityCues,SalesInvPendDocExchangeStyle,Edm.String,,,,SalesInvPendDocExchangeStyle,NAV.NavType/String,,
AccountantPortalActivityCues,SalesCrMPendDocExchangeAmount,Edm.String,,,,SalesCrMPendDocExchangeAmount,NAV.NavType/String,,
AccountantPortalActivityCues,SalesCrMPendDocExchangeStyle,Edm.String,,,,SalesCrMPendDocExchangeStyle,NAV.NavType/String,,
AccountantPortalActivityCues,MyIncomingDocumentsAmount,Edm.String,,,,MyIncomingDocumentsAmount,NAV.NavType/String,,
AccountantPortalActivityCues,MyIncomingDocumentsStyle,Edm.String,,,,MyIncomingDocumentsStyle,NAV.NavType/String,,
AccountantPortalActivityCues,IncDocAwaitingVerifAmount,Edm.String,,,,IncDocAwaitingVerifAmount,NAV.NavType/String,,
AccountantPortalActivityCues,IncDocAwaitingVerifStyle,Edm.String,,,,IncDocAwaitingVerifStyle,NAV.NavType/String,,
AccountantPortalActivityCues,ContactNameAmount,Edm.String,,,,ContactNameAmount,NAV.NavType/String,,
AccountantPortalActivityCues,ContactNameStyle,Edm.String,,,,ContactNameStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,Primary_Key,Edm.String,FALSE,10,,Primary Key,NAV.NavType/String,TRUE,
AccountantPortalFinanceCues,OverduePurchaseDocumentsAmount,Edm.String,,,,OverduePurchaseDocumentsAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,OverduePurchaseDocumentsStyle,Edm.String,,,,OverduePurchaseDocumentsStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,CurrencySymbol,Edm.String,,,,CurrencySymbol,NAV.NavType/String,,
AccountantPortalFinanceCues,PurchaseDiscountsNextWeekAmount,Edm.String,,,,PurchaseDiscountsNextWeekAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,PurchaseDiscountsNextWeekStyle,Edm.String,,,,PurchaseDiscountsNextWeekStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,OverdueSalesDocumentsAmount,Edm.String,,,,OverdueSalesDocumentsAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,OverdueSalesDocumentsStyle,Edm.String,,,,OverdueSalesDocumentsStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,PurchaseDocumentsDueTodayAmount,Edm.String,,,,PurchaseDocumentsDueTodayAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,PurchaseDocumentsDueTodayStyle,Edm.String,,,,PurchaseDocumentsDueTodayStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,VendorsPaymentsOnHoldAmount,Edm.String,,,,VendorsPaymentsOnHoldAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,VendorsPaymentsOnHoldStyle,Edm.String,,,,VendorsPaymentsOnHoldStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,POsPendingApprovalAmount,Edm.String,,,,POsPendingApprovalAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,POsPendingApprovalStyle,Edm.String,,,,POsPendingApprovalStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,SOsPendingApprovalAmount,Edm.String,,,,SOsPendingApprovalAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,SOsPendingApprovalStyle,Edm.String,,,,SOsPendingApprovalStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,ApprovedSalesOrdersAmount,Edm.String,,,,ApprovedSalesOrdersAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,ApprovedSalesOrdersStyle,Edm.String,,,,ApprovedSalesOrdersStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,ApprovedPurchaseOrdersAmount,Edm.String,,,,ApprovedPurchaseOrdersAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,ApprovedPurchaseOrdersStyle,Edm.String,,,,ApprovedPurchaseOrdersStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,PurchaseReturnOrdersAmount,Edm.String,,,,PurchaseReturnOrdersAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,PurchaseReturnOrdersStyle,Edm.String,,,,PurchaseReturnOrdersStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,SalesReturnOrdersAllAmount,Edm.String,,,,SalesReturnOrdersAllAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,SalesReturnOrdersAllStyle,Edm.String,,,,SalesReturnOrdersAllStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,CustomersBlockedAmount,Edm.String,,,,CustomersBlockedAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,CustomersBlockedStyle,Edm.String,,,,CustomersBlockedStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,NewIncomingDocumentsAmount,Edm.String,,,,NewIncomingDocumentsAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,NewIncomingDocumentsStyle,Edm.String,,,,NewIncomingDocumentsStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,ApprovedIncomingDocumentsAmount,Edm.String,,,,ApprovedIncomingDocumentsAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,ApprovedIncomingDocumentsStyle,Edm.String,,,,ApprovedIncomingDocumentsStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,OCRPendingAmount,Edm.String,,,,OCRPendingAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,OCRPendingStyle,Edm.String,,,,OCRPendingStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,OCRCompletedAmount,Edm.String,,,,OCRCompletedAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,OCRCompletedStyle,Edm.String,,,,OCRCompletedStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,RequeststoApproveAmount,Edm.String,,,,RequeststoApproveAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,RequestsToApproveStyle,Edm.String,,,,RequestsToApproveStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,RequestsSentForApprovalAmount,Edm.String,,,,RequestsSentForApprovalAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,RequestsSentForApprovalStyle,Edm.String,,,,RequestsSentForApprovalStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,CashAccountsBalanceAmount,Edm.String,,,,CashAccountsBalanceAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,CashAccountsBalanceStyle,Edm.String,,,,CashAccountsBalanceStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,CashAccountsBalanceAmountDecimal,Edm.Decimal,,,Variable,CashAccountsBalanceStyle,NAV.NavType/Real,,
AccountantPortalFinanceCues,LastDepreciatedPostedDateAmount,Edm.String,,,,LastDepreciatedPostedDateAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,LastDepreciatedPostedDateStyle,Edm.String,,,,LastDepreciatedPostedDateStyle,NAV.NavType/String,,
AccountantPortalFinanceCues,LastLoginDateAmount,Edm.String,,,,LastLoginDateAmount,NAV.NavType/String,,
AccountantPortalFinanceCues,LastLoginDateStyle,Edm.String,,,,LastLoginDateStyle,NAV.NavType/String,,
AccountantPortalUserTasks,ID,Edm.Int32,FALSE,,,ID,NAV.NavType/Int,,FALSE
AccountantPortalUserTasks,Title,Edm.String,,250,,Subject,NAV.NavType/String,,
AccountantPortalUserTasks,Due_DateTime,Edm.DateTimeOffset,,,,Due Date,NAV.NavType/DateTime,,
AccountantPortalUserTasks,Percent_Complete,Edm.Int32,,,,% Complete,NAV.NavType/Int,,
AccountantPortalUserTasks,Priority,Edm.String,,,,Priority,NAV.NavType/String,,
AccountantPortalUserTasks,Description,Edm.Stream,,,,Description,NAV.NavType/Binary,,
AccountantPortalUserTasks,Created_By_Name,Edm.String,,,,Created_By_Name,NAV.NavType/String,,
AccountantPortalUserTasks,Created_DateTime,Edm.DateTimeOffset,,,,Created Date,NAV.NavType/DateTime,FALSE,FALSE
AccountantPortalUserTasks,Start_DateTime,Edm.DateTimeOffset,,,,Start Date,NAV.NavType/DateTime,,
AccountantPortalUserTasks,Assigned_To,Edm.Guid,,,,Assigned To,NAV.NavType/Guid,,
AccountantPortalUserTasks,Link,Edm.String,,,,Link,NAV.NavType/String,,
AccountantPortalUserTasks,User_Task_Group_Assigned_To,Edm.String,,20,,User Task Group Assigned To,NAV.NavType/String,,
powerbifinance,No,Edm.Int32,FALSE,,,No.,NAV.NavType/Int,TRUE,
powerbifinance,Date,Edm.Date,,,,Date,NAV.NavType/Date,,
powerbifinance,Closed_Period,Edm.Boolean,,,,Closed Period,NAV.NavType/Bool,,
powerbifinance,Account_Schedule_Name,Edm.String,,10,,Account Schedule Name,NAV.NavType/String,,
powerbifinance,KPI_Code,Edm.String,,10,,KPI Code,NAV.NavType/String,,
powerbifinance,KPI_Name,Edm.String,,50,,KPI Name,NAV.NavType/String,,
powerbifinance,Net_Change_Actual,Edm.Decimal,,,Variable,Net Change Actual,NAV.NavType/Real,,
powerbifinance,Balance_at_Date_Actual,Edm.Decimal,,,Variable,Balance at Date Actual,NAV.NavType/Real,,
powerbifinance,Net_Change_Budget,Edm.Decimal,,,Variable,Net Change Budget,NAV.NavType/Real,,
powerbifinance,Balance_at_Date_Budget,Edm.Decimal,,,Variable,Balance at Date Budget,NAV.NavType/Real,,
powerbifinance,Net_Change_Actual_Last_Year,Edm.Decimal,,,Variable,Net Change Actual Last Year,NAV.NavType/Real,,
powerbifinance,Balance_at_Date_Actual_Last_Year,Edm.Decimal,,,Variable,Balance at Date Actual Last Year,NAV.NavType/Real,,
powerbifinance,Net_Change_Budget_Last_Year,Edm.Decimal,,,Variable,Net Change Budget Last Year,NAV.NavType/Real,,
powerbifinance,Balance_at_Date_Budget_Last_Year,Edm.Decimal,,,Variable,Balance at Date Budget Last Year,NAV.NavType/Real,,
powerbifinance,Net_Change_Forecast,Edm.Decimal,,,Variable,Net Change Forecast,NAV.NavType/Real,,
powerbifinance,Balance_at_Date_Forecast,Edm.Decimal,,,Variable,Balance at Date Forecast,NAV.NavType/Real,,
SalesOrder,Document_Type,Edm.String,FALSE,,,Document Type,NAV.NavType/String,TRUE,
SalesOrder,No,Edm.String,FALSE,20,,No.,NAV.NavType/String,TRUE,
SalesOrder,Sell_to_Customer_No,Edm.String,FALSE,20,,Customer No.,NAV.NavType/String,TRUE,
SalesOrder,Sell_to_Customer_Name,Edm.String,FALSE,100,,Customer Name,NAV.NavType/String,TRUE,
SalesOrder,Quote_No,Edm.String,,20,,Quote No.,NAV.NavType/String,FALSE,FALSE
SalesOrder,Posting_Description,Edm.String,,100,,Posting Description,NAV.NavType/String,,
SalesOrder,Sell_to_Address,Edm.String,,100,,Address,NAV.NavType/String,,
SalesOrder,Sell_to_Address_2,Edm.String,,50,,Address 2,NAV.NavType/String,,
SalesOrder,Sell_to_City,Edm.String,,30,,City,NAV.NavType/String,,
SalesOrder,Sell_to_County,Edm.String,,30,,Sell-to County,NAV.NavType/String,,
SalesOrder,Sell_to_Post_Code,Edm.String,,20,,Post Code,NAV.NavType/String,,
SalesOrder,Sell_to_Country_Region_Code,Edm.String,,10,,Country/Region Code,NAV.NavType/String,,
SalesOrder,Sell_to_Contact_No,Edm.String,,20,,Contact No.,NAV.NavType/String,,
SalesOrder,Sell_to_Phone_No,Edm.String,,30,,Phone No.,NAV.NavType/String,,
SalesOrder,SellToMobilePhoneNo,Edm.String,,,,Mobile Phone No.,NAV.NavType/String,FALSE,FALSE
SalesOrder,Sell_to_E_Mail,Edm.String,,80,,Email,NAV.NavType/String,,
SalesOrder,Sell_to_Contact,Edm.String,,100,,Contact,NAV.NavType/String,,
SalesOrder,No_of_Archived_Versions,Edm.Int32,,,,No. of Archived Versions,NAV.NavType/Int,FALSE,FALSE
SalesOrder,Document_Date,Edm.Date,,,,Document Date,NAV.NavType/Date,,
SalesOrder,Posting_Date,Edm.Date,,,,Posting Date,NAV.NavType/Date,,
SalesOrder,VAT_Reporting_Date,Edm.Date,,,,VAT Date,NAV.NavType/Date,FALSE,FALSE
SalesOrder,Order_Date,Edm.Date,,,,Order Date,NAV.NavType/Date,,
SalesOrder,Due_Date,Edm.Date,,,,Due Date,NAV.NavType/Date,,
SalesOrder,Requested_Delivery_Date,Edm.Date,,,,Requested Delivery Date,NAV.NavType/Date,,
SalesOrder,Promised_Delivery_Date,Edm.Date,,,,Promised Delivery Date,NAV.NavType/Date,,
SalesOrder,External_Document_No,Edm.String,,35,,External Document No.,NAV.NavType/String,,
SalesOrder,Your_Reference,Edm.String,,35,,Your Reference,NAV.NavType/String,,
SalesOrder,ShpfyOrderNo,Edm.String,,50,,Shopify Order No.,NAV.NavType/String,FALSE,FALSE
SalesOrder,ShpfyShopify_Risk_Level,Edm.String,,,,Risk Level,NAV.NavType/String,,
SalesOrder,Salesperson_Code,Edm.String,,20,,Salesperson Code,NAV.NavType/String,,
SalesOrder,Campaign_No,Edm.String,,20,,Campaign No.,NAV.NavType/String,,
SalesOrder,Opportunity_No,Edm.String,,20,,Opportunity No.,NAV.NavType/String,,
SalesOrder,Responsibility_Center,Edm.String,,10,,Responsibility Center,NAV.NavType/String,,
SalesOrder,Assigned_User_ID,Edm.String,,50,,Assigned User ID,NAV.NavType/String,,
SalesOrder,Job_Queue_Status,Edm.String,,,,Job Queue Status,NAV.NavType/String,FALSE,FALSE
SalesOrder,Status,Edm.String,,,,Status,NAV.NavType/String,FALSE,FALSE
SalesOrder,WorkDescription,Edm.String,,,,WorkDescription,NAV.NavType/String,,
SalesOrder,CDCDocuments,Edm.String,,,,Attachments,NAV.NavType/String,FALSE,FALSE
SalesOrder,CDCeDocumentStatus,Edm.String,,,,eDocument Status,NAV.NavType/String,FALSE,FALSE
SalesOrder,Currency_Code,Edm.String,,10,,Currency Code,NAV.NavType/String,,
SalesOrder,Company_Bank_Account_Code,Edm.String,,20,,Company Bank Account Code,NAV.NavType/String,,
SalesOrder,Prices_Including_VAT,Edm.Boolean,,,,Prices Including VAT,NAV.NavType/Bool,,
SalesOrder,VAT_Country_Region_Code,Edm.String,,10,,VAT Country/Region Code,NAV.NavType/String,,
SalesOrder,VAT_Registration_No,Edm.String,,20,,VAT Registration No.,NAV.NavType/String,,
SalesOrder,Gen_Bus_Posting_Group,Edm.String,,20,,Gen. Bus. Posting Group,NAV.NavType/String,,
SalesOrder,VAT_Bus_Posting_Group,Edm.String,,20,,VAT Bus. Posting Group,NAV.NavType/String,,
SalesOrder,Customer_Posting_Group,Edm.String,,20,,Customer Posting Group,NAV.NavType/String,,
SalesOrder,Payment_Terms_Code,Edm.String,,10,,Payment Terms Code,NAV.NavType/String,,
SalesOrder,Payment_Method_Code,Edm.String,,10,,Payment Method Code,NAV.NavType/String,,
SalesOrder,EU_3_Party_Trade,Edm.Boolean,,,,EU 3-Party Trade,NAV.NavType/Bool,,
SalesOrder,SelectedPayments,Edm.String,,,,Payment Service,NAV.NavType/String,FALSE,FALSE
SalesOrder,Shortcut_Dimension_1_Code,Edm.String,,20,,Shortcut Dimension 1 Code,NAV.NavType/String,,
SalesOrder,Shortcut_Dimension_2_Code,Edm.String,,20,,Shortcut Dimension 2 Code,NAV.NavType/String,,
SalesOrder,Payment_Discount_Percent,Edm.Decimal,,,Variable,Payment Discount %,NAV.NavType/Real,,
SalesOrder,Pmt_Discount_Date,Edm.Date,,,,Pmt. Discount Date,NAV.NavType/Date,,
SalesOrder,Journal_Templ_Name,Edm.String,,10,,Journal Template Name,NAV.NavType/String,,
SalesOrder,Direct_Debit_Mandate_ID,Edm.String,,35,,Direct Debit Mandate ID,NAV.NavType/String,,
SalesOrder,ShippingOptions,Edm.String,,,,Ship-to,NAV.NavType/String,,
SalesOrder,Ship_to_Code,Edm.String,,10,,Code,NAV.NavType/String,,
SalesOrder,Ship_to_Name,Edm.String,,100,,Name,NAV.NavType/String,,
SalesOrder,Ship_to_Name_2,Edm.String,,50,,Name 2,NAV.NavType/String,,
SalesOrder,Ship_to_Address,Edm.String,,100,,Address,NAV.NavType/String,,
SalesOrder,Ship_to_Address_2,Edm.String,,50,,Address 2,NAV.NavType/String,,
SalesOrder,Ship_to_City,Edm.String,,30,,City,NAV.NavType/String,,
SalesOrder,Ship_to_County,Edm.String,,30,,Ship-to County,NAV.NavType/String,,
SalesOrder,Ship_to_Post_Code,Edm.String,,20,,Post Code,NAV.NavType/String,,
SalesOrder,Ship_to_Country_Region_Code,Edm.String,,10,,Country/Region,NAV.NavType/String,,
SalesOrder,Ship_to_Phone_No,Edm.String,,30,,Phone No.,NAV.NavType/String,,
SalesOrder,Ship_to_Contact,Edm.String,,100,,Contact,NAV.NavType/String,,
SalesOrder,Shipment_Method_Code,Edm.String,,10,,Code,NAV.NavType/String,,
SalesOrder,Shipping_Agent_Code,Edm.String,,10,,Agent,NAV.NavType/String,,
SalesOrder,Shipping_Agent_Service_Code,Edm.String,,10,,Agent Service,NAV.NavType/String,,
SalesOrder,Package_Tracking_No,Edm.String,,30,,Package Tracking No.,NAV.NavType/String,,
SalesOrder,BillToOptions,Edm.String,,,,Bill-to,NAV.NavType/String,,
SalesOrder,Bill_to_Name,Edm.String,,100,,Name,NAV.NavType/String,,
SalesOrder,Bill_to_Address,Edm.String,,100,,Address,NAV.NavType/String,,
SalesOrder,Bill_to_Address_2,Edm.String,,50,,Address 2,NAV.NavType/String,,
SalesOrder,Bill_to_City,Edm.String,,30,,City,NAV.NavType/String,,
SalesOrder,Bill_to_County,Edm.String,,30,,Bill-to County,NAV.NavType/String,,
SalesOrder,Bill_to_Post_Code,Edm.String,,20,,Post Code,NAV.NavType/String,,
SalesOrder,Bill_to_Country_Region_Code,Edm.String,,10,,Country/Region Code,NAV.NavType/String,,
SalesOrder,Bill_to_Contact_No,Edm.String,,20,,Contact No.,NAV.NavType/String,,
SalesOrder,Bill_to_Contact,Edm.String,,100,,Contact,NAV.NavType/String,,
SalesOrder,BillToContactPhoneNo,Edm.String,,,,Phone No.,NAV.NavType/String,FALSE,FALSE
SalesOrder,BillToContactMobilePhoneNo,Edm.String,,,,Mobile Phone No.,NAV.NavType/String,FALSE,FALSE
SalesOrder,BillToContactEmail,Edm.String,,,,Email,NAV.NavType/String,FALSE,FALSE
SalesOrder,Location_Code,Edm.String,,10,,Location Code,NAV.NavType/String,,
SalesOrder,Shipment_Date,Edm.Date,,,,Shipment Date,NAV.NavType/Date,,
SalesOrder,Shipping_Advice,Edm.String,,,,Shipping Advice,NAV.NavType/String,,
SalesOrder,Outbound_Whse_Handling_Time,Edm.String,,,,Outbound Whse. Handling Time,NAV.NavType/String,,
SalesOrder,Shipping_Time,Edm.String,,,,Shipping Time,NAV.NavType/String,,
SalesOrder,Late_Order_Shipping,Edm.Boolean,,,,Late Order Shipping,NAV.NavType/Bool,FALSE,FALSE
SalesOrder,Combine_Shipments,Edm.Boolean,,,,Combine Shipments,NAV.NavType/Bool,,
SalesOrder,Completely_Shipped,Edm.Boolean,,,,Completely Shipped,NAV.NavType/Bool,FALSE,FALSE
SalesOrder,Transaction_Specification,Edm.String,,10,,Transaction Specification,NAV.NavType/String,,
SalesOrder,Transaction_Type,Edm.String,,10,,Transaction Type,NAV.NavType/String,,
SalesOrder,Transport_Method,Edm.String,,10,,Transport Method,NAV.NavType/String,,
SalesOrder,Exit_Point,Edm.String,,10,,Exit Point,NAV.NavType/String,,
SalesOrder,Area,Edm.String,,10,,Area,NAV.NavType/String,,
SalesOrder,Language_Code,Edm.String,,10,,Language Code,NAV.NavType/String,,
SalesOrder,Format_Region,Edm.String,,80,,Format Region,NAV.NavType/String,,
SalesOrder,Prepayment_Percent,Edm.Decimal,,,Variable,Prepayment %,NAV.NavType/Real,,
SalesOrder,Compress_Prepayment,Edm.Boolean,,,,Compress Prepayment,NAV.NavType/Bool,,
SalesOrder,Prepmt_Payment_Terms_Code,Edm.String,,10,,Prepmt. Payment Terms Code,NAV.NavType/String,,
SalesOrder,Prepayment_Due_Date,Edm.Date,,,,Prepayment Due Date,NAV.NavType/Date,,
SalesOrder,Prepmt_Payment_Discount_Percent,Edm.Decimal,,,Variable,Prepmt. Payment Discount %,NAV.NavType/Real,,
SalesOrder,Prepmt_Pmt_Discount_Date,Edm.Date,,,,Prepmt. Pmt. Discount Date,NAV.NavType/Date,,
SalesOrder,Date_Filter,Edm.String,,,,Date Filter,NAV.NavType/String,,
SalesOrder,Location_Filter,Edm.String,,10,,Location Filter,NAV.NavType/String,,
SalesOrderSalesLines,Document_Type,Edm.String,FALSE,,,Document Type,NAV.NavType/String,TRUE,
SalesOrderSalesLines,Document_No,Edm.String,FALSE,20,,Document No.,NAV.NavType/String,,FALSE
SalesOrderSalesLines,Line_No,Edm.Int32,FALSE,,,Line No.,NAV.NavType/Int,,FALSE
SalesOrderSalesLines,Type,Edm.String,,,,Type,NAV.NavType/String,,
SalesOrderSalesLines,FilteredTypeField,Edm.String,,,,Type,NAV.NavType/String,,
SalesOrderSalesLines,No,Edm.String,,20,,No.,NAV.NavType/String,,
